fréquence	t	UD
1	maezioù.	
1	edus	
1	frouezus	
1	gwinus	
1	avelus	
1	dourus	
1	rewus	
1	luc'hedus	
1	kleñvedus	
1	(o	
1	frenet	
1	anezho).	
1	hogos	
1	eu	
1	c'harrdi	
1	vioh	
1	plego	
1	displego	
1	Güell	
1	dèn	
1	droucg	
1	nezâ	
1	egued	
1	sellit	
1	din(-me)	
1	is.	
1	dougenet	
1	Espress	
1	(bemdez)	
1	$$$e	
1	tomm-kenañ	
1	porc'hell	
1	Michel	
1	gouarnet	
1	(a)darre	
1	alemañ	
1	Bicha	
1	bula	
1	bicha	
1	bala	
1	ialo	
1	ingala	
1	petiaoul	
1	brec'h	
1	didorr	
1	Lennet	
1	Republik	
1	femzek	
1	discaret	
1	trebuchet	
1	hez	
1	deues	
1	edeficc	
1	orgueil	
1	humilité	
1	aotramant	
1	Ti	
1	ben	
1	renkañ	
1	pju	
1	wɑ̃n	
1	e_t_	
1	gãnt	
1	gwriat	
1	zigratenna	
1	veleien	
1	yaounak	
1	zalc'he	
1	beskornañ	
1	bilhedoù	
1	(Biskoaz)	
1	(biskoaz)	
1	etrezomp	
1	pizaj	
1	boutou	
1	voutou	
1	atantoù	
1	estancias	
1	bras-ec'hon	
1	Moa	
1	je	
1	vais	
1	Gallan	
1	nhw	
1	ddod	
1	touch	
1	efo	
1	yn	
1	yr	
1	Employment	
1	Office	
1	trempet	
1	dans	
1	chokolad	
1	non	
1	hèdi	
1	vite	
1	ja'	
1	passar	
1	devant	
1	Que'	
1	vas	
1	véde'	
1	volem	
1	vedé-la	
1	voc'h	
1	lârit	
1	ohero	
1	guoge	
1	O-hero	
1	guog	
1	Ne(d)	
1	hrohen	
1	anv-verb	
1	anvioù-kadarn	
1	renadenn	
1	wenodenn	
1	buanoc'h	
1	tremenimp	
1	Lesneven	
1	Delwennoù	
1	duet	
1	poazhet	
1	damalaouriñ	
1	damanavout	
1	damblegañ	
1	damgoll	
1	damc'houllo	
1	damdouss	
1	damdeñval	
1	damguzh	
1	dambaouez	
1	damc'hoant	
1	damc'her	
1	damc'houloù	
1	zaoust	
1	limonade	
1	dizonjet	
1	Hoñzh	
1	Gwas	
1	diwas,	
1	dra-s’	
1	divragoù	
1	divotoù	
1	tiglochedi	
1	tinozelenna	
1	chupenn	
1	c’hell	
1	c’harout	
1	tammouigou	
1	d’in	
1	fobl	
1	bilpouzed!	
1	diouc'h	
1	vro-ma	
1	dioute	
1	fent	
1	diwar-goust	
1	lec'hanvioù	
1	yaouankizoù	
1	Kolombia	
1	doz	
1	galediñ	
1	droug-ifornañ,	
1	kornek	
1	diskouarnioù	
1	nb-∅	
1	tᴈ-wy	
1	karjes)	
1	troadig	
1	Gouelet	
1	a-leizh	
1	dilhad-se	
1	Hélène	
1	Jestin	
1	E-tal	
1	Nior	
1	labhair	
1	focal	
1	bith	
1	Kentoc'h	
1	freilh	
1	leur	
1	kondaonet	
1	(v)o	
1	hɥitʁik	
1	ɔ̃	
1	Un'	
1	evedos	
1	emañ-hi	
1	rekor'	
1	35000	
1	graf	
1	Livirit	
1	trugarecan	
1	es-kroug	
1	es-pign	
1	enor	
1	Gros	
1	édo	
1	akétaou	
1	darempredoù	
1	Divskouarn	
1	eur,	
1	(d)'	
1	Vretoned	
1	diwar-lerh	
1	plouked	
1	pennou	
1	kaled	
1	goulenn-se	
1	ef	
1	enff	
1	lauaret	
1	estrainch	
1	ny	
1	quen	
1	bligeadur	
1	pasaad	
1	teurheugnad	
1	stoup	
1	Garaez	
1	kraon	
1	eom	
1	repos	
1	Kezeg	
1	fordellad	
1	outo!	
1	kanet	
1	noint	
1	Garm	
1	onenn	
1	Fillorez	
1	Gwesklen	
1	bgcolor=-FF8080	
1	nahoñ	
1	mesk	
1	pep~hini	
1	hâ/hy	
1	neuhe	
1	wallblanedenn	
1	gwalldaolioù	
1	I.R.A	
1	Kontet	
1	gwalldroioù	
1	wallamzer	
1	bam	
1	Bro-Frañs	
1	gate	
1	fest.<<<	
1	dom-ni.<<	
1	ganin.	
1	Espec'h	
1	gavfen	
1	capab	
1	bade	
1	vuoc’h	
1	hiroc'h	
1	Hast	
1	glevemp	
1	Hepdale	
1	disheñvel,	
1	blei(z).	
1	peuzholl	
1	sac'h-se	
1	gwazed-où	
1	merc'h-ed-où	
1	ildrec'h	
1	Koshaat	
1	paouezomp	
1	C'hoand	
1	marc'h-mañ	
1	deodyezh-mañ-	
1	deodyezh	
1	dez-mañ	
1	n)	
1	hèn-më-hèn	
1	leh-mañ-leh	
1	kavet.	
1	préned	
1	Sema-sema	
1	na-rata	
1	rija'	
1	ni-tarima-na	
1	k_w_a-hi-mi	
1	u-k_h_ana	
1	yɛi-wan-yɛi-wan	
1	i-yi-re-i-yi	
1	ju'	
1	a-ju'	
1	to	
1	na-ria	
1	kampu	
1	bagia	
1	nu	
1	Da'	
1	veskañ	
1	ribot	
1	puniset	
1	cau	
1	hèr	
1	caudà'	
1	credi	
1	qu	
1	hossa	
1	Nog	
1	jag	
1	(*inte	
1	vill	
1	vis	
1	duɛjz	
1	Kammed	
1	zevezh	
1	kenstag	
1	2cv	
1	gozh-se	
1	BMW	
1	a-hend-all	
1	Be'	
1	Perzhioù	
1	gwanoc'h	
1	mamp	
1	lor-zi	
1	siman	
1	kapt	
1	mejn	
1	kass	
1	goûd	
1	likin	
1	lammout	
1	nemete	
1	interesset	
1	maken	
1	bamet	
1	outi.	
1	lojañ	
1	c'harout	
1	Rosenn	
1	guenn	
1	sterenn	
1	d-oae	
1	la’	
1	(Camion).	
1	vugale-ze	
1	bop	
1	kresk	
1	Vi'	
1	viser	
1	baourente(z)	
1	Efed	
1	founnusoc’h	
1	hiņt	
1	Anout-te	
1	paeo	
1	da/ra	
1	yemp	
1	?)	
1	gouelioù…	
1	glemme	
1	vankje	
1	chomeche	
1	mïoc'h	
1	re-yowank	
1	Skrigneg	
1	favoriset	
1	Arc'hant	
1	Gwirionné	
1	dès	
1	menozioù	
1	Ed	
1	(K>G)	
1	c'hreier,	
1	dastumerien	
1	gwerzhioù	
1	nezerez	
1	petrol	
1	betrol	
1	ʔám	
1	gbɛ́	
1	sàɗì	
1	hã́	
1	kóò	
1	kɔ́m	
1	ɲɔ́ŋ	
1	ná	
1	fènn	
1	dig-em	
1	siton	
1	viches	
1	lamped	
1	ase	
1	grevo	
1	giz/'	
1	penmoc'h	
1	Léon	
1	1709	
1	IN	
1	Dall	
1	prajoù	
1	okupet	
1	souchañ	
1	labour-ze	
1	huchal	
1	Ia	
1	zan	
1	meit	
1	zonnet	
1	mez	
1	dazloc’her	
1	K-em	
1	gezegd	
1	gehad	
1	Gwened	
1	plac'h[,]	
1	vygale	
1	zebʁo	
1	kʁãpus	
1	ejn_t_	
1	tibʁi	
1	ɛʁ	
1	gegin]	
1	porzhier	
1	toupard	
1	baotrig	
1	bréma	
1	øʁt	
1	vjɛX	
1	amzer,	
1	kartenn-mañ-kartenn	
1	Brao	
1	kruel	
1	pell-sovaj	
1	Rip	
1	mettre	
1	table	
1	c'harr-nij	
1	Pegeit	
1	Wipavaz	
1	Brallañ	
1	brimballañ	
1	tridal	
1	Bimbaoñ	
1	bimbalaoñ	
1	gwalarn,	
1	Gester	
1	hòt	
1	kaft	
1	puach	
1	Kathleen	
1	eman-hi	
1	gomzan	
1	gant.	
1	pôtr-se	
1	pegeit	
1	Ik	
1	weet	
1	niet	
1	wie	
1	of	
1	Jan	
1	gezien	
1	heeft	
1	Daa	
1	sá	
1	éesh	
1	aawaxáa	
1	levrig	
1	Màd	
1	hada	
1	lôar	
1	dioute.	
1	anezha	
1	ti-mañ.	
1	beloioù	
1	dispariset	
1	vont/c'hoari.	
1	komansont	
1	du
3	sucre
1	canne	
1	vever	
1	esambles	
1	nevez(e)	
1	vugale-se	
1	pese	
1	Domaj	
1	Mélanie	
1	stoket	
1	chtoket	
1	Nijal	
1	alies).	
1	(Alies,)	
1	sabat	
1	(,alies)	
1	dan	
1	zeo	
1	Délik	
1	Julian	
1	c'harit	
1	gavit	
1	takadoù	
1	le'	
1	c'hi-dour	
1	deuet.	
1	c'hêrioù	
1	varteze(où)	
1	vrallañ	
1	kristen	
1	afent	
1	Seizh	
1	16	
1	sammad	
1	Na
10	mestr
3	!	
1	Bu	
1	Né	
1	neûbeùd	
1	zeber	
1	metama	
1	rouzer	
1	Bon	
1	lâr-eñ,	
1	ba’	
1	charaban.	
1	Neblec'h	
1	oain	
1	nekon	
1	zigouezo	
1	votit	
1	mais	
1	azw	
1	gara	
1	pap	
1	ruk	
1	y	
1	presia	
1	onnenn	
1	trouilhoù	
1	teus	
1	tokarn	
1	perc’henn	
1	moto	
1	redadeg	
1	tistroimp	
1	nen)	
1	Selaouet	
1	&	
1	Kapios	
1	kathe	
1	arthro	
1	(uniquement	
1	portée	
1	large)	
1	Eh	
1	Maes	
1	oue	
1	avancet	
1	lavare-ên	
1	Truez	
1	falé	
1	foñnt	
1	freynañ	
1	Goëlo	
1	kosaad	
1	mm?	
1	damall	
1	Salaun	
1	rafec'h	
1	a-be[u]rzh-vat	
1	c'hoûd	
1	pessor(t)	
1	Kleved	
1	diaseañ	
1	diwezhatoc'h	
1	hâ/hy.	
1	Béb	
1	wenneg	
1	évid-hoc'h	
1	c'hortozent	
1	gerift	
1	zaiten	
1	umbrómm	
1	hån	
1	nèt	
1	vorlórt	
1	korìara	
1	pezemɔ̃	
1	Pesord	
1	brez	
1	ac'hano	
1	ampech	
1	n’he	
1	Peuraozet	
1	banvez	
1	peuzdall	
1	peuzdon	
1	peuzdous	
1	peuzdu	
1	dichek	
1	(mat)	
1	(mat	
1	/)	
1	dañvad	
1	yi-tiao	
1	shayu	
1	gongji-le	
1	mei-yi-ge	
1	haidao	
1	Táthar	
1	cairdiúil	
1	anseo	
1	Cuirfear	
1	amárach	
1	í	
1	reilg	
1	Chill	
1	Bhriocáin	
1	th'	
1	éis	
1	Aifreann	
1	haon	
1	chlog.	
1	Ga	
1	Stard	
1	eont/ez	
1	Reviñ	
1	Noziñ	
1	Lennit	
1	-he	
1	interes	
1	neze	
1	mintin-se	
1	c'hae-lestrañ	
1	Idha	
1	Yani	
1	opios	
1	etreche	
1	emaint.	
1	gristenien	
1	boueza	
1	rann-ger	
1	Debret	
1	porzhier.	
1	Ret-groñs	
1	sinañ	
1	(anezho)	
1	dornad	
1	Reit	
1	teuént	
1	lazét	
1	rood	
1	recevod	
1	sioù	
1	joñj	
1	pajennoù	
1	kouezhont	
1	poultrenn	
1	houlieraj	
1	gwrac'h	
1	milliget-hont	
1	paleo	
1	c’halon	
1	teufe.	
1	Thimame	
1	dhjavaze	
1	poli	
1	sinandises	
1	ine	
1	filos	
1	mu	
1	veleien.	
1	uzet	
1	mogerioù	
1	vitañ.	
1	chas-ze	
1	yudal	
1	moat	
1	altyd	
1	smoarge	
1	putsjes	
1	dwaan	
1	In	
1	kriget	
1	skuld	
1	ledet	
1	plañchod	
1	lakis	
1	redek…	
1	Nobl	
1	partabl	
1	bezret	
1	ynt	
1	heuel	
1	Tá	
1	teach	
1	ceannaithe	
1	agam	
1	Intentet	
1	tabut	
1	A:ni	
1	añ	
1	s-ba:bigi	
1	I:da	
1	odham	
1	bgcolor=-FFAE80	
1	godelloù,	
1	kamion	
1	deuzoutoc'h	
1	keñ	
1	dôljont	
1	ziskar	
1	c'horniad	
1	Bresilian	
1	walhe	
1	(eh)	
1	walh	
1	noazh	
1	Tra	
1	pelloc’h	
1	zibrennañ	
1	Lak’	
1	moc’h	
1	lezit	
1	temptadur	
1	gontan	
1	abretoc'h	
1	devejou	
1	hem	
1	maruaillaff	
1	grez	
1	edefiç	
1	artifiç	
1	templ	
1	Kana	
1	ar
2	vatezh
1	vihan	
1	lipañ	
1	pillig	
1	valsiñ	
1	tlefe	
1	dad-kozh	
1	vourr	
1	sevener	
1	filmañ	
1	ouies	
1	beuziñ	
1	war-var	
1	soulet	
1	Soulet/Sounnet	
1	velo.	
1	augmentet	
1	Dor	
1	prennet	
1	zek	
1	c'hev	
1	radio	
1	respount	
1	hor/ar	
1	batronez	
1	<a…>	
1	(/'	
1	vroudig	
1	sorserez	
1	laouenidigezh	
1	Sylvie	
1	trapikellet	
1	ditourerion	
1	troienn-mañ-troienn	
1	tra-mañ-tra	
1	breton	
1	labourizion	
1	Solange	
1	koshikoc'h	
1	brazikoc'h	
1	gemera	
1	ac'hanin	
1	d-əlan	
1	enemp	
1	had-a-hed	
1	anoued	
1	gerzhan	
1	hoeh	
1	founab	
1	ehouolh	
1	àrnezhoñ	
1	distaget	
1	zoc'h	
1	barrig	
1	kamm	
1	A-ziwar	
1	berzh	
1	tunet.	
1	A-zal	
1	/nə	
1	šed	
1	Eñ/Yann	
1	??	
1	a-kostez.	
1	məmbez	
1	ã	
1	e-rog	
1	ər	
1	̌jyry:n/	
1	/pexjew	
1	byga:laj	
1	əred	
1	pech	
1	mbwa	
1	distroiñ	
1	niaz	
1	ənavəlew,	
1	bernein	
1	Bihan	
1	vigenn	
1	/jã	
1	divourrus	
1	droug-bouzelloù	
1	hoér	
1	Eutru	
1	Touz	
1	Santez	
1	gras	
1	mouezhetat	
1	Chomou	
1	gwalc'h	
1	Madame	
1	lez-he-gwintañ	
1	50	
1	Brevet	
1	a-gaouizin,	
1	kerzhit	
1	da_1_-gaouitoñ.	
1	daeroù	
1	daousto	
1	Daoustoc'h	
1	ziskoueziñ	
1	/xa	
1	gãza	
1	varikenn-mañ	
1	zalc'ha	
1	y-seXed	
1	dijat	
1	Diàr	
1	linennoù.	
1	gwez-avaloù	
1	deloh.	
1	Glever	
1	Yenaet	
1	/bujardew	
1	duX-ərulern	
1	/Xawa	
1	pel	
1	duX-uzyt	
1	/duX-əndon	
1	yaouank-ha-yaouank	
1	Arrest	
1	treñ	
1	douaroù.	
1	/dar(non)	
1	dremenont	
1	a-dreistomp	
1	letanant	
1	tenniñ	
1	7	
1	30	
1	tleomp	
1	walc’h	
1	Bier	
1	boufam	
1	aze,	
1	eno,	
1	du-ze	
1	a-vihanoc’h	
1	lesiveuz	
1	/məzo	
1	ẃejd	
1	e-rapen	
1	dəXaj	
1	kanenn	
1	gwenedeg	
1	moulet	
1	follenn-distag	
1	listenn	
1	Ollivier	
1	alians	
1	gavé	
1	Dén	
1	hlehier.	
1	gwellañ-tout	
1	/fə	
1	še	
1	deoc'h.	
1	St-Meard	
1	d-	
1	ouelet.	
1	c'houarn	
1	hall	
1	/ag	
1	əfəze	
1	ərba:geẃ	
1	əndrow	
1	exarmiɲ/	
1	/xagãza	
1	chouket	
1	hrein	
1	Etrezomp-ni	
1	hon-daou	
1	ranndi-mañ	
1	Banam	
1	məza	
1	zo-rvurx	
1	aesañ	
1	-tout	
1	evidin	
1	kragn	
1	pətra	
1	fota	
1	duem	
1	hirif	
1	P.-M.	
1	Monfort,	
1	XIX	
1	Kreskiñ	
1	ouiont	
1	jãnfote	
1	dəxoŋ	
1	xwax	
1	myjox	
1	/məmbes-a	
1	flaštet	
1	Habaskaet	
1	lâran	
1	/dar-forz	
1	məla:bu:r	
1	anezhoñ.	
1	amiapl	
1	anezhi.	
1	lunedoù	
1	Cupidon	
1	/gažd	
1	rəštel	
1	/məŋ	
1	gažd	
1	oude	
1	naonteg	
1	vloazh	
1	/ude-Xon	
1	grwaj	
1	oui	
1	/gober	
1	we:t	
1	gwalc'h.	
1	gwall-vezv	
1	huilé	
1	Vannetais	
1	aesaet	
1	gwerso	
1	/dyrãd-ənaŋ	
1	huelan̄	
1	hemzin	
1	véhé	
1	didalvé	
1	Hañval	
1	riolennoù	
1	vourret	
1	oadet	
1	kani	
1	Hanni	
1	velton	
1	gavéet	
1	hañni	
1	c’hig	
1	hentoù.	
1	/jondez	
1	de:bet	
1	/wel	
1	məxačypaš	
1	Strinkit	
1	skampiñ	
1	c’houlenn	
1	(get	
1	droug)	
1	/izel	
1	vour	
1	laré…	
1	àr-lerc’h	
1	gaih	
1	varteloded	
1	ré-men	
1	ré-zé	
1	(*he	
1	des)	
1	pout	
1	(me	
1	zad)	
1	doc’hoc’h	
1	samm	
1	gasiñ	
1	produioù	
1	chimik	
1	c'hounid	
1	/fəše	
1	genin,	
1	vro,	
1	vlez.	
1	Lous	
1	vlazont	
1	emb…	
1	abilañ	
1	doktored	
1	c’hounid	
1	Kenteh	
1	paotr-se	
1	([netʃaru…)	
1	glemmont	
1	(kaout	
1	avoir)	
1	dam.	
1	genoc’h	
1	gomzec'h	
1	yei	
1	gonz	
1	dohté	
1	houlen	
1	hemir	
1	Imeingn	
1	koéh	
1	pasǝd	
1	ǝ	
1	huʁz	
1	mɔ	
1	dʁukɛɲ	
1	/urgox	
1	hounes	
1	c'hrwadur	
1	yeze	
1	/məgweɲəzej	
1	nigweɲəzej/	
1	Achuit-hi	
1	achuit-hi	
1	daoloù	
1	kemeran	
1	XiXwe:r	
1	/xazo	
1	xi:rox	
1	d-ə	
1	/ẃit	
1	-urbu	
1	ba:ra	
1	Skoeit	
1	Achapomp	
1	vimp	
1	e-rmaes	
1	aman-ig-où	
1	soignein.	
1	langedig	
1	é_1_	
1	c'hareziñ	
1	(c'	
1	h)ober	
1	___.'	
1	baotr	
1	amanigoù	
1	Madan	
1	eontroù-kordenn	
1	wiz	
1	zozva	
1	hentoù	
1	ẃidon…/	
1	Henneh	
1	dés	
1	charéat	
1	c'hlask,	
1	kouilhon-mat	
1	bev-mat	
1	toemm-mat	
1	kousked,	
1	koadigoù	
1	peder-warn-ugent	
1	pajenn	
1	Stok-ha-stok	
1	mouezhetat.	
1	larès,	
1	-hu/	
1	-hui	
1	skouid	
1	genemb	
1	pou	
1	câre	
1	moes	
1	gâran	
1	vrèr	
1	yay-ni	
1	hi-ivez	
1	clévet	
1	eus-hu	
1	zo-c'hwi	
1	morwalc'h	
1	koh	
1	hasas	
1	éañ	
1	/ẃeilin	
1	mɛ̃ɲ	
1	kle:wǝt	
1	fallaat	
1	ran-me	
1	linselioù	
1	mae,	
1	konzan	
1	gonzan	
1	Gwrait	
1	fonnaplañ	
1	helloc'h	
1	memproù	
1	məmbwa	
1	xuleš	
1	tox	
1	dəxi	
1	xu	
1	trugarikad	
1	vennan	
1	taoc’h	
1	Mémé	
1	resourz	
1	Goloet	
1	c'horoù.	
1	Yaouank-ha-yaouank	
1	moiand	
1	dunet	
1	fonnaploc'h	
1	fuzuilhenn-mindrailher	
1	pistolenn-tennataer	
1	c'hornad-bro	
1	bara-mel	
1	Difennet	
1	alum	
1	enebourion	
1	génie	
1	Heot	
1	atav,	
1	lârehen	
1	gredehec'h	
1	fehér	
1	karadekoh	
1	kemetoñ	
1	bretonnant	
1	betag	
1	vlé.	
1	Mae,	
1	komandehe	
1	penneu	
1	troatad	
1	kemerint	
1	rant	
1	pellaet	
1	ielo	
1	devezo	
1	Iouenn	
1	frañsizion	
1	jandarmed	
1	/mə-zyd	
1	əga:ran	
1	(é	
1	hér…)	
1	éma	
1	vâlé	
1	galéoñ	
1	M.-F.	
1	Berre,	
1	XX	
1	hoc’h,	
1	/pə-vexe	
1	ga:r	
1	čenekoŋ	
1	(penekoŋ)	
1	paour-kaezh	
1	maltouter	
1	/urbo(r)skaex	
1	vwe:s	
1	envel	
1	gwezennoù	
1	KLT	
1	/xizo	
1	eferniča	
1	lesaat	
1	Pasemant	
1	Péh	
1	/pi	
1	̌jəmen	
1	xox	
1	e-nti	
1	zeur	
1	péker	
1	braù	
1	Kredein	
1	(penaus)	
1	tei	
1	J.-C	
1	penn-d'	
1	ar-benn	
1	pesketour	
1	Groe.	
1	troiñ	
1	wezenn)	
1	pizh	
1	Pizh	
1	Freskaet	
1	laoskit-me	
1	Bannit-hoñ	
1	Lakait-hé	
1	Karamb	
1	hoñ}	
1	Teus	
1	dré-zé	
1	marsé	
1	feus	
1	Souezhet	
1	deus-eñ	
1	mès-	
1	hoñ}.	
1	mès-mé	
1	hai}	
1	goarnet	
1	blank	
1	hon}	
1	pur	
1	eus-hé	
1	noa-hé	
1	(gi)	
1	dichatet	
1	ən{-oŋ	
1	-i	
1	-aj	
1	Mem	
1	bou	
1	Perec	
1	studiet	
1	-mé	
1	câret	
1	eus-hi	
1	hui	
1	laré,	
1	imeingn
1	koéh	
1	gwelit	
1	tiboukiñ	
1	talvo	
1	salopri	
1	gwela	
1	tachad-mañ	
1	kortozet	
1	arlene	
1	a-gaouizoc'h	
1	gomzit	
1	bras.	
1	raz	
1	vlank	
1	baourez.	
1	laouenn	
1	varwein	
1	viwein	
1	virou	
1	Foetet	
1	goroù	
1	Glever.	
1	si-se	
1	beroù-se	
1	daent	
1	ant	
1	Segal	
1	segal	
1	/šə-tri/	
1	š-əndaj	
1	etonet	
1	pella	
1	Sort	
1	sav-kalon	
1	skarzhiñ	
1	skudell	
1	Taolet	
1	Vargeit	
1	minourez	
1	Bodoù	
1	terc’hel	
1	uenan	
1	lazh	
1	…èl	
1	kostaud	
1	Kani	
1	Yaouankoc'h	
1	unan,	
1	Nitra	
1	kuelet	
1	devalen	
1	Divroiñ	
1	vro-mañ	
1	gomza	
1	Ioñ	
1	bollûa	
1	Avañset-kaer	
1	Margaritig	
1	pend	
1	linselioù.	
1	a-c’houde	
1	greska	
1	…hag	
1	/urpex	
1	tərga:x	
1	/toš	
1	t-ənti	
1	dezhe…	
1	sulieg	
1	drezol	
1	dra-se…	
1	linennoù	
1	/trow	
1	d-ənti	
1	d’achap…	
1	Kouchet	
1	mènn…	
1	achap	
1	Hed-ha-hed	
1	linenn	
1	dehan	
1	bernoù	
1	Kornal	
1	hré	
1	douiadelleu	
1	Rein	
1	veitouréz	
1	léh	
1	seùel	
1	guélé	
1	95	
1	eñw	
1	diaoul	
1	arnehou	
1	yun	
1	ənavəlew	
1	araj	
1	Kizhier	
1	garioù	
1	intronezed	
1	Gouzañvet	
1	c’hleñved-se	
1	Neus	
1	begad.	
1	jiletennad	
1	Mare	
1	kreisteiz[i]ad	
1	chifernadur	
1	Uhellad	
1	Tap'	
1	hédnad.	
1	dud.	
1	dè.	
1	maomp	
1	Jôzeb	
1	zec'h	
1	Lañnijen	
1	zei	
1	nounn	
1	eseya	
1	klak	
1	Krak	
1	alumetez	
1	Hounn	
1	glililing	
1	alc'hioù	
1	Oblijet	
1	(Me	
1	meus)	
1	hanoc'h	
1	bloa	
1	distro	
1	Dessyoñ	
1	tèfèc'h	
1	ganim	
1	Laouik	
1	sterniet	
1	vremañ.	
1	fetepans	
1	a-raozon	
1	lamp	
1	Aesaet	
1	Bro-Iwerzhon	
1	veldoh	
1	Gwreg	
1	Droch	
1	mear	
1	vezvi	
1	aliezig	
1	ma-yè.	
1	c'hoazh,	
1	dré-men	
1	kouskoudé	
1	mèd	
1	arzè	
1	Est	
1	(Moëlan)	
1	Skleit	
1	Joz	
1	dàet	
1	rweig	
1	sam'	
1	perlez	
1	lintra.	
1	Zonarz	
1	teuont	
1	chaseal	
1	troioù	
1	Neuche	
1	berniou	
1	aèl	
1	batous	
1	rebechou	
1	goustians	
1	pepred	
1	Bepred	
1	tangnouz-man	
1	kint	
1	bennek	
1	verna	
1	pesort	
1	poazet.	
1	droug-bwellou	
1	vrozh	
1	eur-se.	
1	a-meum	
1	kahad	
1	Pensek	
1	chilaou	
1	Kouik	
1	Rezistañs	
1	furmañ.	
1	e-bard	
1	Sounta	
1	brezelioù	
1	broioù	
1	goulou	
1	dianez	
1	dion	
1	da-gaout	
1	Tregon	
1	klevout…	
1	Kae	
1	douz	
1	amen	
1	Troñs-lostenn	
1	deus'	
1	Digoéo	
1	parézioù	
1	rize	
1	diranch	
1	’n	
1	Eviton-me	
1	(t/)zeuio	
1	d’ezan	
1	kêr-mañ-kêr	
1	est	
1	maritime	
1	dour…	
1	Mellou	
1	didoñ	
1	gi-mañ	
1	gichen	
1	rankoñ	
1	geriou	
1	tañvez-amann…	
1	didammet	
1	harnez	
1	pillennou	
1	paourkez	
1	mouez	
1	’neus	
1	yaourtou	
1	(meus	
1	).	
1	Paris	
1	eur/o	
1	enkadenn	
1	zistreio	
1	douar…	
1	tres'	
1	be(z)a(ñ)	
1	nemedout	
1	Fanchik-fall	
1	deskiñ	
1	visen	
1	peukad	
1	palastr	
1	feultrin	
1	geném	
1	vèc'h	
1	Daw	
1	tañsi'	
1	n.	
1	gallfec'h	
1	kig-yar	
1	gall	
1	pesk	
1	(gallet)	
1	Douar	
1	arat	
1	Hezh	
1	atrejou	
1	mein-glas	
1	c'hourzigeri	
1	mañsard	
1	neuche	
1	dihan'	
1	hiñ'	
1	oueli	
1	tigaso	
1	varh	
1	e-noant	
1	Gour	
1	dohouto	
1	’no	
1	poazet	
1	Gwall-vat	
1	Hendall	
1	amziriou-se	
1	oc’h	
1	(HAB)	
1	/?	
1	(Lucille)	
1	botoù	
1	Kouét	
1	héd	
1	parbet'	
1	hal'	
1	gétoñ	
1	nim	
1	Diod	
1	klenved	
1	medalennou.	
1	herz	
1	vlev	
1	li	
1	Daleet	
1	keda	
1	dé	
1	bochad-ré	
1	c’houde	
1	graou…	
1	stouiñ	
1	(daoust	
1	ha)	
1	Mendare	
1	distanet	
1	welis	
1	trevell	
1	diaezet	
1	Glaskit	
1	tche	
1	ne(vez)	
1	reparasion	
1	neuint	
1	t-dizoleañ	
1	Kerañchoù	
1	geroc'h	
1	Goular	
1	re-all	
1	gwap	
1	in…	
1	keid-ha-keid	
1	badè	
1	yegn	
1	boutoù-koat	
1	Lorch	
1	gesk	
1	imoret	
1	ganna	
1	brèz'	
1	dañjeruz	
1	kèrzal	
1	nouz	
1	zeillad	
1	Perig	
1	amañ.	
1	darvoudoù-se	
1	c'hoz	
1	grehenn	
1	wruienn,	
1	’neze	
1	achuet	
1	(E)	
1	teuje.HAB	
1	rize.HAB	
1	Di	
1	chomézé	
1	dei'	
1	zistenn	
1	zouben	
1	daol!	
1	c'houch	
1	?.	
1	gaerañ	
1	véfe	
1	yèfè-yoñ	
1	Maer	
1	triet	
1	lorgnach.	
1	veve	
1	poen-se	
1	Yèy	
1	dapfè-yoñ	
1	tomm-se	
1	zoñje	
1	egile.	
1	lakout	
1	chaosennoù	
1	’mefe	
1	lunedou	
1	arhoaz	
1	Gortoet	
1	Kleñvel	
1	jomez	
1	pugale	
1	koll'	
1	gatoñ	
1	implij	
1	kartennoù	
1	I.G.N	
1	droug-bwellou.	
1	kig-rost	
1	izelaad	
1	réer	
1	t-debrec'h	
1	zegouezho	
1	Pé	
1	moman	
1	ziske	
1	e-hun	
1	pellig	
1	so.	
1	yaio	
1	Renket	
1	ar_1_	
1	vrozh_F_	
1	baloñsoù	
1	peus-fonnus	
1	tehas	
1	zivenn	
1	chentil	
1	hardi	
1	Atchoum	
1	d’egile	
1	maouezed.	
1	Hès	
1	dri/	
1	hiñ	
1	dri.	
1	Hous	
1	dêr	
1	son:	
1	deridin	
1	Baling	
1	Balom	
1	Marrig	
1	klaoñv	
1	puoc'h	
1	hwi	
1	degourdi	
1	anez-i	
1	evid-on	
1	charreter.	
1	youd	
1	Liez	
1	matrene	
1	melchen-glas.	
1	verc’h	
1	mod'	
1	passeet	
1	art	
1	moian	
1	’ouie	
1	ue	
1	c'horn-troioù	
1	Tra-penn	
1	rezin.	
1	[kap	
1	(N'	
1	flaer.	
1	dou'	
1	poch	
1	tou'	
1	Pochub	
1	mefe	
1	evfen	
1	barz?	
1	Neubeud	
1	dae.	
1	gwelloc’h	
1	Eviti	
1	deoh;	
1	ganeoh.	
1	Blogonneg	
1	fougasoù	
1	baraer	
1	overn	
1	evidoh	
1	tañvez-amann	
1	dilezet	
1	arme	
1	ti-ker	
1	____	
1	noz-man	
1	________	
1	pag	
1	Dibennet	
1	pol	
1	ten	
1	skrivo	
1	parveñk	
1	passaad	
1	faoiou	
1	zoudard	
